,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
419,Audi,137273,Gasoline,A/T,23000,2.0,252.0,11
420,Ford,92500,Gasoline,A/T,19980,3.5,310.0,9
421,BMW,18000,Gasoline,8-Speed A/T,64000,4.4,567.0,6
422,Cadillac,111000,Gasoline,A/T,15500,6.2,403.0,11
423,Subaru,11322,Gasoline,Automatic CVT,11498,2.4,331.6983232435877,3
424,Ford,116157,Gasoline,A/T,9000,4.0,210.0,14
425,Land,153843,Gasoline,6-Speed A/T,9975,4.4,300.0,18
426,Mercedes-Benz,56000,Gasoline,7-Speed A/T,47498,5.5,536.0,9
428,Chevrolet,170000,Gasoline,A/T,4500,4.3,195.0,20
429,Dodge,15167,Gasoline,A/T,10000,5.9,245.0,22
430,GMC,24900,Gasoline,A/T,44800,2.7,310.0,2
431,Kia,109580,Gasoline,6-Speed A/T,9400,2.4,200.0,9
432,BMW,91491,Gasoline,8-Speed A/T,14000,4.4,400.0,12
434,Audi,63450,Gasoline,A/T,18000,3.0,310.0,9
435,Genesis,26000,Gasoline,8-Speed A/T,53722,5.0,420.0,7
436,BMW,40000,Gasoline,Transmission w/Dual Shift Mode,34000,2.0,228.0,5
438,Jeep,47500,Gasoline,A/T,31000,3.6,293.0,4
439,Volkswagen,10832,Gasoline,8-Speed Automatic,28324,2.0,331.6983232435877,6
440,Lexus,52100,Gasoline,6-Speed A/T,38000,4.6,301.0,6
441,BMW,59000,Gasoline,Transmission w/Dual Shift Mode,19000,2.0,240.0,9
442,Toyota,86000,Gasoline,A/T,43000,5.7,381.0,6
443,Lexus,81200,Gasoline,8-Speed A/T,28000,4.6,301.0,6
444,Land,15107,Gasoline,8-Speed Automatic,57619,5.0,331.6983232435877,1
445,Audi,67072,Gasoline,A/T,34900,2.0,220.0,6
446,Lexus,39000,Gasoline,A/T,25000,3.5,268.0,8
447,GMC,53433,Gasoline,6-Speed A/T,51899,5.3,355.0,9
450,Dodge,36500,Gasoline,A/T,7000,3.7,210.0,13
451,Chevrolet,7900,Gasoline,6-Speed M/T,47500,6.2,455.0,2
452,Mercedes-Benz,23900,Gasoline,9-Speed A/T,41000,3.0,385.0,5
453,Porsche,67000,Gasoline,7-Speed A/T,22000,3.6,300.0,13
454,Ford,69548,Gasoline,10-Speed Automatic,42950,3.0,331.6983232435877,3
456,Porsche,158000,Gasoline,A/T,5500,3.0,220.0,20
459,Ford,75600,Gasoline,A/T,14950,1.5,181.0,10
460,Hyundai,15500,Gasoline,6-Speed M/T,50500,3.8,291.0,1
461,Toyota,90625,Gasoline,A/T,2300,3.5,268.0,16
463,Mitsubishi,76500,Gasoline,5-Speed M/T,28000,2.0,291.0,13
464,Chevrolet,4000,Gasoline,6-Speed M/T,50000,6.2,455.0,2
465,Land,56000,Gasoline,A/T,49900,5.0,518.0,4
466,Land,38671,Gasoline,9-Speed A/T,35000,2.0,331.6983232435877,4
468,Mercedes-Benz,40950,Gasoline,Transmission w/Dual Shift Mode,39750,4.0,469.0,7
469,Ford,74582,Gasoline,6-Speed A/T,23000,3.7,275.0,6
470,Mercedes-Benz,45203,Gasoline,9-Speed Automatic,49999,4.0,331.6983232435877,6
471,MINI,1800,Gasoline,6-Speed A/T,46900,1.6,181.0,2
472,Lexus,92861,Gasoline,5-Speed A/T,12500,4.7,263.0,18
473,Ford,80081,Gasoline,A/T,12700,5.4,326.0,12
474,Lamborghini,45014,Gasoline,6-Speed A/T,41500,5.2,560.0,14
476,Porsche,52000,Gasoline,Transmission w/Dual Shift Mode,55000,4.8,520.0,9
477,Cadillac,115872,Gasoline,8-Speed A/T,17200,6.2,420.0,8
478,Ford,62500,Gasoline,6-Speed A/T,27000,3.5,365.0,11
479,Land,170000,Gasoline,6-Speed A/T,6000,3.2,230.0,13
480,MINI,83500,Gasoline,6-Speed M/T,6500,1.6,172.0,14
481,Audi,90818,Gasoline,A/T,7899,2.0,252.0,12
482,Dodge,26881,Gasoline,8-Speed Automatic,30275,3.6,331.6983232435877,3
483,Honda,129999,Gasoline,6-Speed M/T,7495,2.0,240.0,25
484,Ford,94500,Gasoline,Transmission w/Dual Shift Mode,29000,3.5,290.0,9
485,Lincoln,152000,Gasoline,6-Speed A/T,6999,3.5,265.0,13
486,BMW,120000,Gasoline,6-Speed A/T,6999,3.0,300.0,16
487,Lexus,126700,Gasoline,6-Speed A/T,14000,2.5,204.0,10
488,Mercedes-Benz,78101,Gasoline,7-Speed A/T,34500,4.7,449.0,8
489,Mercedes-Benz,83315,Gasoline,Transmission w/Dual Shift Mode,19500,2.0,208.0,11
490,Land,89000,Gasoline,A/T,24000,2.0,240.0,7
491,Audi,51300,Gasoline,8-Speed A/T,24500,2.0,220.0,8
492,Lexus,11563,Hybrid,CVT Transmission,11995,1.8,134.0,9
493,Volvo,81200,Gasoline,Transmission w/Dual Shift Mode,20995,2.0,316.0,6
495,Ford,48000,Diesel,6-Speed A/T,51500,6.7,450.0,3
496,Toyota,67400,Gasoline,A/T,41000,5.7,381.0,2
497,Chrysler,123000,Electric,5-Speed A/T,15000,3.716927534611586,331.6983232435877,8
498,BMW,22500,Gasoline,Transmission w/Dual Shift Mode,58900,4.4,523.0,2
499,Honda,50000,Gasoline,6-Speed M/T,24900,3.5,280.0,8
500,Ford,33812,Gasoline,A/T,38000,3.5,375.0,3
501,BMW,27000,Gasoline,8-Speed A/T,48990,3.0,300.0,6
503,Jeep,38100,Gasoline,6-Speed M/T,21000,3.6,285.0,8
504,Ford,123500,Gasoline,6-Speed A/T,11000,2.5,175.0,11
505,BMW,76000,Gasoline,Transmission w/Dual Shift Mode,41500,4.4,445.0,9
506,Mercedes-Benz,192000,Gasoline,7-Speed A/T,11000,3.5,268.0,13
507,BMW,70582,Gasoline,8-Speed A/T,15000,3.0,335.0,10
508,Audi,65000,Gasoline,Transmission w/Dual Shift Mode,33000,3.0,340.0,6
509,Cadillac,82900,Gasoline,8-Speed A/T,18500,2.0,265.0,10
510,Audi,31000,Gasoline,A/T,28000,2.0,252.0,6
512,Genesis,63500,Gasoline,Transmission w/Dual Shift Mode,32900,5.0,420.0,7
515,Lexus,77300,Gasoline,6-Speed A/T,41100,3.5,306.0,10
516,GMC,96343,Diesel,9-Speed A/T,28000,6.6,445.0,8
517,Audi,71273,Gasoline,7-Speed A/T,19950,2.0,220.0,8
518,Chevrolet,7458,Gasoline,8-Speed A/T,51900,6.2,455.0,2
519,Mercedes-Benz,23083,Gasoline,Transmission w/Dual Shift Mode,33500,2.0,255.0,5
520,Ford,23850,Diesel,10-Speed A/T,56000,6.7,475.0,2
521,Chevrolet,51338,Gasoline,A/T,47900,5.3,355.0,5
523,Ford,87500,Gasoline,10-Speed A/T,35200,3.5,375.0,4
524,Mercedes-Benz,71962,Gasoline,7-Speed Automatic,41688,4.0,331.6983232435877,8
525,Audi,52500,Gasoline,Transmission w/Dual Shift Mode,39999,4.0,450.0,7
526,Lexus,52100,Gasoline,6-Speed A/T,32000,4.6,301.0,6
527,BMW,134602,Gasoline,Transmission w/Dual Shift Mode,13500,2.0,240.0,12
528,Lexus,103866,Hybrid,A/T,16500,3.5,245.0,8
529,Ford,70000,Gasoline,6-Speed A/T,26000,3.7,305.0,9
530,BMW,66690,Gasoline,Transmission w/Dual Shift Mode,24900,2.0,228.0,6
531,Mercedes-Benz,76474,Gasoline,7-Speed A/T,51999,5.5,577.0,6
532,Jeep,43000,Gasoline,A/T,46500,3.6,285.0,2
533,Porsche,110000,Gasoline,Transmission w/Dual Shift Mode,9000,4.8,400.0,11
534,Nissan,117000,Gasoline,A/T,9975,3.5,306.0,17
535,Audi,111564,Gasoline,6-Speed A/T,11000,2.0,200.0,12
536,Cadillac,83000,Gasoline,6-Speed A/T,14500,2.0,265.0,11
537,Toyota,13828,Hybrid,CVT Transmission,24200,3.5,306.0,5
538,BMW,3213,Gasoline,8-Speed A/T,20599,3.0,503.0,6
539,Toyota,48210,Gasoline,6-Speed Automatic,30990,3.5,331.6983232435877,5
540,Land,101800,E85 Flex Fuel,A/T,17500,5.0,510.0,7
542,BMW,60000,Gasoline,Transmission w/Dual Shift Mode,55000,3.0,320.0,8
543,Chevrolet,185000,Gasoline,A/T,8550,5.3,295.0,20
545,Honda,80000,Gasoline,A/T,14500,2.4,185.0,10
546,Cadillac,112465,Gasoline,A/T,10499,3.6,304.0,10
547,INFINITI,136000,Gasoline,Transmission w/Dual Shift Mode,11000,3.5,265.0,10
548,Ford,150000,Gasoline,A/T,29500,3.5,310.0,9
549,Jaguar,130000,Gasoline,5-Speed A/T,14950,4.0,290.0,23
550,BMW,28399,Gasoline,Transmission w/Dual Shift Mode,44900,3.0,543.0,4
551,Kia,69487,Gasoline,A/T,32000,3.8,291.0,4
552,Mercedes-Benz,10500,Gasoline,Transmission w/Dual Shift Mode,28000,2.0,208.0,6
553,Mazda,27836,Gasoline,8-Speed Automatic,36969,2.5,331.6983232435877,3
554,Honda,156350,Gasoline,A/T,7450,2.4,160.0,20
555,Mazda,141775,Gasoline,5-Speed M/T,6800,1.8,140.0,26
556,Hyundai,16200,Gasoline,A/T,4995,2.7,173.0,18
557,Jeep,146000,Gasoline,A/T,15900,4.0,190.0,19
558,Hyundai,56910,Gasoline,6-Speed A/T,37300,2.5,175.0,5
559,Lexus,170000,Gasoline,A/T,8950,3.5,275.0,15
560,Cadillac,50000,Gasoline,8-Speed A/T,29000,6.2,420.0,8
561,Cadillac,101453,E85 Flex Fuel,6-Speed A/T,30500,6.2,403.0,11
562,BMW,239000,Gasoline,A/T,7000,3.0,215.0,13
563,Kia,22101,Gasoline,Automatic,23998,1.6,331.6983232435877,2
564,Honda,18500,Gasoline,6-Speed A/T,29000,3.5,280.0,4
565,Cadillac,53500,Gasoline,8-Speed A/T,28900,3.6,321.0,6
566,Dodge,118000,Gasoline,A/T,12500,5.7,360.0,8
567,BMW,74000,Gasoline,Transmission w/Dual Shift Mode,26000,3.0,425.0,9
568,Porsche,64600,Gasoline,Transmission w/Dual Shift Mode,42000,3.6,440.0,8
569,Ford,53401,Gasoline,10-Speed A/T,33500,2.7,325.0,5
570,Nissan,110750,Gasoline,Transmission w/Dual Shift Mode,16000,3.5,306.0,16
571,BMW,123500,Gasoline,6-Speed A/T,10900,3.0,300.0,12
572,RAM,22457,Gasoline,Automatic,41741,3.6,331.6983232435877,3
573,Ford,4200,Gasoline,10-Speed A/T,22500,2.7,315.0,2
574,Chevrolet,167000,Gasoline,A/T,8000,4.3,190.0,23
575,Dodge,76500,Gasoline,M/T,5699,8.4,645.0,11
576,BMW,60000,Gasoline,6-Speed M/T,25000,3.2,333.0,23
577,BMW,96000,Gasoline,6-Speed M/T,8500,2.0,240.0,10
578,Ford,51354,Gasoline,6-Speed A/T,19975,3.5,375.0,5
579,Ford,89352,Gasoline,Transmission w/Dual Shift Mode,21400,2.7,315.0,8
580,RAM,52000,Diesel,6-Speed A/T,42000,6.7,350.0,5
581,BMW,122600,Gasoline,8-Speed A/T,12995,3.0,300.0,13
582,Chevrolet,9200,Gasoline,Transmission w/Dual Shift Mode,35000,6.2,490.0,3
584,BMW,112000,Gasoline,Transmission w/Dual Shift Mode,24000,2.0,240.0,9
586,Jeep,162482,Gasoline,6-Speed A/T,10340,3.7,210.0,13
587,Toyota,149000,Gasoline,A/T,17900,4.0,239.0,13
588,Ford,67650,Gasoline,10-Speed A/T,36000,3.5,375.0,4
589,Cadillac,112000,Gasoline,8-Speed A/T,35500,6.2,420.0,8
590,Rolls-Royce,79000,Gasoline,A/T,30000,6.7,563.0,7
591,Mazda,63850,Gasoline,5-Speed M/T,16900,1.8,140.0,27
592,Honda,142314,Gasoline,6-Speed M/T,35500,2.0,240.0,10
593,Lexus,101387,Gasoline,A/T,28500,3.5,260.0,11
594,Cadillac,95570,E85 Flex Fuel,A/T,23500,6.2,403.0,11
595,Ford,90000,Gasoline,5-Speed A/T,9000,5.0,412.0,14
597,BMW,77000,Gasoline,8-Speed A/T,42000,3.0,320.0,8
598,Audi,120000,Gasoline,A/T,16000,2.0,211.0,12
599,Acura,106335,Gasoline,Transmission w/Dual Shift Mode,14500,3.7,300.0,16
600,Toyota,86000,Gasoline,A/T,13500,4.0,260.0,10
602,Lincoln,54000,Gasoline,A/T,47350,3.5,450.0,6
603,Alfa,41000,Gasoline,Transmission w/Dual Shift Mode,51999,2.0,280.0,5
604,Lincoln,96000,Gasoline,6-Speed A/T,12000,3.7,303.0,8
605,Mercedes-Benz,88000,E85 Flex Fuel,7-Speed A/T,16500,3.5,302.0,9
606,Jeep,81200,Gasoline,8-Speed A/T,26485,3.6,285.0,6
607,BMW,78007,Gasoline,Transmission w/Dual Shift Mode,14900,1.8,180.0,10
608,Ford,199296,Gasoline,6-Speed A/T,19998,2.5,175.0,12
609,BMW,99769,Gasoline,8-Speed A/T,18000,3.0,300.0,7
610,INFINITI,89106,Gasoline,Transmission w/Dual Shift Mode,30000,3.5,295.0,7
611,Jaguar,35134,Gasoline,6-Speed A/T,18500,4.2,300.0,18
612,BMW,42000,Gasoline,8-Speed A/T,38500,4.4,445.0,6
613,Toyota,65000,Gasoline,6-Speed A/T,43500,2.4,228.0,9
614,Maserati,5200,Gasoline,A/T,21500,3.0,404.0,9
615,Buick,132272,Gasoline,A/T,5000,3.6,304.0,13
616,Bentley,130000,Gasoline,A/T,2899,6.75,400.0,19
617,Ford,110000,Hybrid,A/T,6000,2.5,191.0,13
618,Hyundai,128000,Gasoline,6-Speed M/T,11000,1.6,201.0,10
619,Chrysler,4700,Electric,9-Speed A/T,45999,3.716927534611586,331.6983232435877,3
620,Ford,44000,Diesel,10-Speed A/T,44000,6.7,475.0,2
621,Mercedes-Benz,86300,Gasoline,A/T,15500,2.0,208.0,10
622,Dodge,187000,Gasoline,A/T,6500,3.7,210.0,16
623,Mercedes-Benz,40000,Gasoline,9-Speed A/T,57000,4.0,603.0,5
624,INFINITI,91239,Gasoline,A/T,17000,3.5,265.0,7
625,Ford,42728,Gasoline,A/T,46500,5.0,460.0,4
627,Volkswagen,33850,Gasoline,6-Speed A/T,16500,1.8,170.0,7
628,Mercedes-Benz,23151,Gasoline,7-Speed A/T,39860,4.0,416.0,7
629,Chevrolet,111228,E85 Flex Fuel,6-Speed A/T,10900,5.3,320.0,15
630,Land,50000,Gasoline,6-Speed A/T,50000,2.0,240.0,8
631,Audi,41000,Hybrid,8-Speed A/T,49999,3.0,335.0,5
632,Ford,32000,E85 Flex Fuel,A/T,39000,3.5,275.0,5
634,Lexus,72900,Gasoline,6-Speed A/T,22999,3.5,268.0,8
635,Hyundai,46000,Gasoline,8-Speed A/T,50000,3.8,348.0,5
636,Hummer,155500,Gasoline,A/T,5800,6.0,316.0,19
638,Toyota,162000,Gasoline,4-Speed A/T,7300,4.7,240.0,20
639,Chevrolet,54500,Diesel,6-Speed A/T,37300,6.6,397.0,6
640,Hyundai,107000,Hybrid,6-Speed A/T,16000,2.4,199.0,9
641,Porsche,127000,Electric,Transmission w/Dual Shift Mode,20000,3.716927534611586,331.6983232435877,29
642,Volvo,57550,Gasoline,Transmission w/Dual Shift Mode,37500,2.5,250.0,9
643,Ford,49990,Gasoline,6-Speed M/T,21000,5.0,412.0,12
644,Audi,64549,Gasoline,Transmission w/Dual Shift Mode,19000,2.0,211.0,9
645,Ford,33080,Gasoline,10-Speed A/T,42000,2.7,315.0,3
646,Mercedes-Benz,49899,Gasoline,9-Speed A/T,59980,2.0,255.0,4
648,Ford,161900,E85 Flex Fuel,A/T,3950,3.0,152.0,22
649,Toyota,53677,Gasoline,8-Speed A/T,24850,3.5,295.0,8
650,BMW,84709,Gasoline,8-Speed A/T,13800,2.0,240.0,10
651,Nissan,77000,Gasoline,Transmission w/Dual Shift Mode,19996,4.0,261.0,7
652,Subaru,22227,Gasoline,Automatic CVT,35113,2.4,331.6983232435877,4
653,RAM,170000,Gasoline,A/T,5800,5.7,345.0,18
654,Mercedes-Benz,14381,Gasoline,9-Speed Automatic,44249,4.0,331.6983232435877,3
655,Audi,70773,Gasoline,8-Speed A/T,61599,3.0,280.0,9
656,Ford,61874,Gasoline,10-Speed Automatic,47995,3.5,331.6983232435877,3
657,Ford,7388,Gasoline,10-Speed Automatic,54999,3.5,331.6983232435877,3
660,Chevrolet,12500,Gasoline,Transmission w/Dual Shift Mode,24000,6.2,490.0,3
661,Mercedes-Benz,134000,Gasoline,A/T,11900,3.5,268.0,13
662,Toyota,138000,Gasoline,A/T,5100,3.3,225.0,20
663,Ford,69000,Gasoline,5-Speed A/T,20000,4.6,315.0,14
664,Toyota,157000,Gasoline,Transmission w/Dual Shift Mode,9000,4.0,270.0,14
665,Audi,25300,Gasoline,7-Speed A/T,40000,2.0,188.0,9
666,Toyota,112180,Hybrid,CVT Transmission,8900,2.5,208.0,10
667,Dodge,172024,Gasoline,4-Speed A/T,7500,3.7,210.0,14
668,Mercedes-Benz,81696,Diesel,5-Speed A/T,15900,3.0,188.0,12
669,Ford,53550,Gasoline,10-Speed Automatic,35690,2.3,331.6983232435877,5
670,Chevrolet,110000,Gasoline,A/T,6000,3.0,264.0,13
671,Rolls-Royce,16500,Gasoline,8-Speed A/T,39900,6.6,563.0,7
672,Volkswagen,35340,Gasoline,A/T,23900,2.0,174.0,5
673,Kia,49700,Gasoline,A/T,19900,3.3,365.0,7
674,Chevrolet,7500,Gasoline,A/T,47000,6.2,455.0,2
675,Jeep,162100,Gasoline,6-Speed A/T,7500,2.4,180.0,11
676,Chevrolet,13700,Gasoline,A/T,45000,6.2,490.0,3
677,Chevrolet,98000,Gasoline,6-Speed A/T,12500,3.6,323.0,7
678,BMW,91420,Gasoline,Transmission w/Dual Shift Mode,11900,3.0,215.0,13
679,Audi,87500,Gasoline,Transmission w/Dual Shift Mode,18500,2.0,211.0,8
680,BMW,18000,Gasoline,8-Speed A/T,45000,4.4,600.0,6
681,Ford,115000,Gasoline,A/T,29000,3.5,290.0,7
683,BMW,27965,Gasoline,7-Speed A/T,45000,4.4,560.0,6
684,Porsche,64800,Gasoline,7-Speed A/T,18000,3.8,400.0,10
685,BMW,63150,Gasoline,A/T,16000,2.0,248.0,7
688,INFINITI,58880,Gasoline,8-Speed A/T,21000,3.7,328.0,11
689,Ford,107000,E85 Flex Fuel,6-Speed A/T,30000,5.0,395.0,8
690,Ford,248000,E85 Flex Fuel,A/T,16500,5.4,255.0,7
691,BMW,122600,Gasoline,5-Speed M/T,12900,2.5,215.0,12
692,Mercedes-Benz,90189,Gasoline,A/T,17000,2.0,241.0,9
693,Ford,22300,Gasoline,A/T,28300,2.7,325.0,4
694,Mercedes-Benz,73500,Gasoline,7-Speed A/T,20990,2.0,241.0,8
697,Porsche,74000,Gasoline,A/T,25500,3.6,300.0,6
698,Honda,190640,Gasoline,5-Speed M/T,2000,1.8,140.0,16
699,Jeep,47907,Gasoline,8-Speed Automatic,40368,5.7,331.6983232435877,2
700,Chevrolet,44800,Gasoline,6-Speed A/T,52500,6.2,420.0,7
701,Buick,81880,Gasoline,6-Speed Automatic,22495,2.0,331.6983232435877,7
702,Mercedes-Benz,83112,Gasoline,7-Speed A/T,17700,3.5,268.0,9
703,Ford,67072,Gasoline,A/T,29900,3.5,440.0,3
704,Chevrolet,231500,Gasoline,A/T,35000,5.3,355.0,6
705,Volkswagen,48210,Gasoline,Transmission w/Dual Shift Mode,24999,3.6,276.0,7
706,Porsche,29136,Gasoline,7-Speed A/T,64800,3.0,331.6983232435877,6
707,Dodge,118000,Gasoline,A/T,5900,3.7,210.0,17
708,Toyota,27000,Gasoline,A/T,53000,4.0,270.0,6
709,Porsche,60000,Gasoline,Transmission w/Dual Shift Mode,37000,2.5,350.0,8
710,Porsche,31678,Gasoline,6-Speed M/T,21995,3.8,355.0,19
711,Ford,92203,E85 Flex Fuel,4-Speed Automatic,39985,6.0,331.6983232435877,5
712,BMW,28000,Gasoline,Transmission w/Dual Shift Mode,45000,3.0,300.0,7
713,Mercedes-Benz,54500,Gasoline,9-Speed A/T,33999,3.0,362.0,7
714,Chevrolet,49098,Gasoline,Transmission w/Dual Shift Mode,47900,4.3,195.0,5
715,BMW,54293,Gasoline,Transmission w/Dual Shift Mode,62500,4.4,567.0,9
716,Audi,71280,Gasoline,6-Speed M/T,19998,3.0,333.0,12
717,Ford,102000,Gasoline,6-Speed A/T,33900,3.5,365.0,8
720,Toyota,269885,Gasoline,A/T,29500,5.7,381.0,8
721,Acura,15500,Gasoline,A/T,44000,3.0,355.0,1
724,BMW,84500,Gasoline,A/T,20000,3.0,300.0,10
725,Porsche,59338,Gasoline,Transmission w/Dual Shift Mode,32999,3.0,335.0,7
727,Kia,87000,Gasoline,A/T,15000,2.4,200.0,10
728,Mercedes-Benz,65680,Gasoline,7-Speed A/T,24950,2.0,255.0,8
729,Chevrolet,171750,E85 Flex Fuel,A/T,14490,5.3,320.0,14
730,Bentley,15109,Gasoline,8-Speed Automatic,51899,6.0,331.6983232435877,4
731,Audi,90818,Gasoline,A/T,3995,2.0,211.0,13
733,MINI,118000,Gasoline,6-Speed M/T,5000,1.6,172.0,16
734,Hyundai,74500,Gasoline,A/T,15499,2.0,245.0,7
737,Ford,124000,E85 Flex Fuel,6-Speed A/T,40900,6.2,385.0,5
738,INFINITI,17340,Gasoline,7-Speed A/T,29000,3.7,330.0,11
740,GMC,105674,Gasoline,10-Speed A/T,22500,5.3,355.0,6
742,Volvo,46250,Gasoline,8-Speed A/T,32000,2.0,331.6983232435877,4
743,BMW,50000,Gasoline,6-Speed A/T,24950,4.4,445.0,6
744,Toyota,86500,Gasoline,A/T,10900,3.3,210.0,16
745,Ford,156453,Diesel,6-Speed A/T,39000,6.7,440.0,7
746,Lexus,53649,Gasoline,8-Speed A/T,26000,3.5,295.0,4
747,BMW,80211,Gasoline,A/T,15000,3.0,300.0,10
748,Audi,8940,Gasoline,Transmission w/Dual Shift Mode,39000,5.2,610.0,5
749,Mazda,148740,Gasoline,A/T,4700,2.0,155.0,10
750,Ford,228000,Gasoline,A/T,3850,4.6,292.0,17
751,Volkswagen,79600,Gasoline,7-Speed A/T,28250,2.0,292.0,8
753,Subaru,106000,Gasoline,5-Speed M/T,15750,2.5,265.0,10
754,Mazda,2636,Gasoline,6-Speed Automatic,34645,2.5,331.6983232435877,4
755,Lexus,128000,Gasoline,6-Speed M/T,9999,5.0,416.0,15
756,BMW,50000,Gasoline,8-Speed A/T,61000,4.4,445.0,5
757,Ford,31250,Gasoline,A/T,42500,2.7,325.0,6
758,Lexus,178000,Gasoline,A/T,4500,3.5,270.0,15
759,Mercedes-Benz,15443,Hybrid,9-Speed A/T,61900,3.0,369.0,2
760,Kia,99686,Gasoline,8-Speed Automatic,20708,3.3,331.6983232435877,5
761,Mercedes-Benz,99999,Gasoline,7-Speed A/T,29999,4.7,449.0,6
762,Porsche,43000,Gasoline,7-Speed A/T,50000,3.8,400.0,11
764,BMW,50992,Gasoline,8-Speed A/T,35000,4.4,567.0,5
765,BMW,7000,Gasoline,8-Speed A/T,50000,3.0,335.0,2
766,Chevrolet,172024,Gasoline,4-Speed A/T,8500,3.7,242.0,16
767,BMW,125500,Gasoline,8-Speed A/T,19500,2.0,240.0,9
768,Ford,28260,Gasoline,10-Speed A/T,61500,3.5,450.0,4
769,MINI,95798,Gasoline,6-Speed M/T,7200,1.6,172.0,17
770,Porsche,170000,Gasoline,5-Speed M/T,9750,2.7,240.0,19
771,Toyota,133121,Hybrid,A/T,7900,2.4,147.0,17
773,BMW,7751,Gasoline,8-Speed A/T,44596,4.4,445.0,5
774,Ford,68575,Gasoline,A/T,26000,2.3,310.0,7
775,Audi,185000,Gasoline,A/T,5500,2.0,211.0,13
776,Jaguar,45000,Gasoline,A/T,9200,4.0,290.0,24
777,Ford,106700,Gasoline,6-Speed A/T,17500,3.5,290.0,11
778,Ford,119000,E85 Flex Fuel,A/T,17000,2.5,169.0,6
779,Jeep,60942,Gasoline,8-Speed Automatic,18795,2.0,331.6983232435877,4
780,Jeep,80150,Gasoline,8-Speed A/T,34700,3.6,293.0,5
781,Jeep,66075,Gasoline,8-Speed Automatic,37405,2.0,331.6983232435877,4
782,Chevrolet,13600,Gasoline,6-Speed M/T,33500,6.2,455.0,3
783,Volkswagen,7458,Gasoline,6-Speed M/T,64000,2.0,315.0,2
784,Mercedes-Benz,105500,Gasoline,7-Speed A/T,19000,2.0,241.0,9
785,Ford,67499,Gasoline,10-Speed A/T,15995,3.5,375.0,7
786,Jaguar,58000,Gasoline,A/T,51500,5.0,550.0,7
787,Land,89400,Gasoline,Transmission w/Dual Shift Mode,33800,3.0,340.0,8
788,Audi,73837,Gasoline,8-Speed Automatic,24995,3.0,331.6983232435877,5
790,Dodge,23700,Gasoline,8-Speed A/T,40950,5.7,360.0,2
791,RAM,54200,Hybrid,8-Speed A/T,39500,5.7,395.0,4
792,Mazda,11737,Gasoline,Automatic CVT,33687,2.5,331.6983232435877,3
793,Acura,87888,Gasoline,Transmission w/Dual Shift Mode,19950,2.4,201.0,7
795,Lexus,41000,Gasoline,8-Speed A/T,30000,4.6,360.0,10
796,BMW,244000,Hybrid,8-Speed A/T,3750,3.0,382.0,3
797,Toyota,5020,Gasoline,A/T,17900,3.5,278.0,2
798,Genesis,51300,Gasoline,Transmission w/Dual Shift Mode,27900,2.5,300.0,7
799,INFINITI,83000,Gasoline,A/T,16000,3.5,295.0,7
800,BMW,70582,Gasoline,8-Speed A/T,27000,3.0,300.0,6
801,Mitsubishi,136400,Gasoline,5-Speed A/T,7500,3.8,260.0,17
802,Lexus,86000,Gasoline,8-Speed A/T,40000,5.0,416.0,14
803,Ford,110000,Gasoline,A/T,8500,5.4,300.0,20
804,Mazda,130000,Gasoline,5-Speed M/T,11000,1.8,142.0,21
805,Ford,65900,Gasoline,10-Speed A/T,27499,3.5,375.0,6
806,Scion,180036,Gasoline,A/T,9100,2.4,161.0,14
807,Ford,45203,Gasoline,10-Speed A/T,44850,3.5,375.0,6
808,Jeep,136500,Gasoline,A/T,13500,3.8,202.0,15
809,BMW,40000,Hybrid,8-Speed A/T,48000,3.0,335.0,4
810,Chevrolet,45000,Gasoline,A/T,39999,6.2,455.0,6
811,Ford,66500,Gasoline,6-Speed M/T,25900,3.7,305.0,11
812,Volvo,117000,Gasoline,Transmission w/Dual Shift Mode,14500,2.5,218.0,10
813,Lincoln,76000,Gasoline,6-Speed A/T,18000,3.5,380.0,7
814,Mercedes-Benz,58375,Gasoline,7-Speed A/T,49750,3.5,302.0,10
816,BMW,135000,Gasoline,6-Speed A/T,9999,3.0,300.0,16
817,Audi,101000,Hybrid,7-Speed A/T,58000,2.0,248.0,5
819,Dodge,78000,Gasoline,5-Speed A/T,21000,5.7,370.0,8
820,BMW,36824,Gasoline,6-Speed A/T,23999,2.0,174.0,6
821,Lexus,43000,Gasoline,A/T,38000,3.5,295.0,6
822,Chevrolet,20000,Gasoline,Transmission w/Dual Shift Mode,59400,6.2,430.0,14
823,Mercedes-Benz,94000,Electric,A/T,11900,3.716927534611586,331.6983232435877,31
824,Jeep,41000,Gasoline,8-Speed A/T,39900,3.6,285.0,5
826,Chevrolet,158000,Gasoline,4-Speed A/T,2500,5.7,340.0,26
827,Chevrolet,62200,E85 Flex Fuel,A/T,35500,5.3,320.0,12
831,Mercedes-Benz,120800,Gasoline,7-Speed A/T,13000,4.7,429.0,11
832,Chevrolet,7900,Gasoline,A/T,46000,6.2,490.0,1
834,Cadillac,126500,E85 Flex Fuel,A/T,41900,6.2,403.0,15
836,Lexus,148000,Gasoline,A/T,10000,2.5,204.0,12
837,BMW,53000,Gasoline,8-Speed A/T,35000,2.0,248.0,6
838,RAM,45867,Gasoline,Automatic,43449,6.4,331.6983232435877,3
839,Lexus,26800,Gasoline,8-Speed A/T,44000,3.5,311.0,3
